Gene_stable_ID	Gene_name	Gene_description	Gene_type	Chromosome.scaffold_name	Gene_start_.bp.	Gene_end_.bp.	Strand	Transcript_stable_ID	Transcript_start_.bp.	Transcript_end_.bp.	NCBI_gene_ID	RefSeq_ID	GO_term_name
WBGene00002063	ife-5	Eukaryotic_translation_initiation_factor_4E-5	protein_coding	II	12280662	12284134	+	Y57A10A.30.1;Y57A10A.30.2;Y57A10A.30.3	12282738;12280662;12282880	12284134;12284133	174871	NM_001027308	cytoplasm;embryo_development_ending_in_birth_or_egg_hatching;RNA_7-methylguanosine_cap_binding;regulation_of_translation;RNA_trimethylguanosine_cap_binding;translation_initiation_factor_activity;RNA_binding;translational_initiation;translation
WBGene00002064	iff-1	Eukaryotic_translation_initiation_factor_5A-1	protein_coding	III	9745864	9747193	-	T05G5.10a;T05G5.10b.1;T05G5.10b.2;T05G5.10c.1;T05G5.10c.2;T05G5.10c.3	9745864;9745866	9747193;9746816;9746608;9746590;9746524;9746580	176373	NM_001268091;NM_001268092	?;cytoplasm;gamete_generation;protein_localization;translation_elongation_factor_activity;ribosome_binding;positive_regulation_of_translational_elongation;positive_regulation_of_translational_termination;translational_frameshifting;RNA_binding;translation_initiation_factor_activity;translational_initiation;translational_elongation;protein_binding;translation
WBGene00002065	iff-2	Eukaryotic_translation_initiation_factor_5A-2	protein_coding	II	8559393	8561352	-	F54C9.1.1;F54C9.1.2	8559393	8560964;8561352	174367	?	cytoplasm;nematode_larval_development;nematode_male_tail_tip_morphogenesis;gamete_generation;translation_elongation_factor_activity;gonad_morphogenesis;ribosome_binding;positive_regulation_of_translational_elongation;positive_regulation_of_translational_termination;translational_frameshifting;RNA_binding;translational_elongation;translation
WBGene00002066	ifg-1	Initiation_Factor_4G_(eIF4G)_family	protein_coding	II	8217231	8222201	+	M110.4a;M110.4b;M110.4c.1;M110.4c.2;M110.4d;M110.4e	8217231;8217343;8217281;8218462;8218955	8221509;8222201;8222197	174322	NM_001136347;NM_001027088;NM_001027089	cytosol;translation_initiation_factor_activity;eukaryotic_translation_initiation_factor_4F_complex;RNA_binding;translational_initiation
WBGene00002067	ifp-1	Intermediate_filament_protein_ifp-1	protein_coding	X	9675844	9680169	-	C43C3.1	9675844	9680169	181182	NM_077227	cytoplasm;structural_molecule_activity;intermediate_filament
WBGene00002068	ify-1	Interactor_of_FizzY_protein	protein_coding	II	5054089	5055335	-	C27A2.3.1;C27A2.3.2	5054089	5055179;5055335	173872	NM_062530	cytoplasm;condensed_chromosome;spindle_microtubule;protein_binding;cell_division;chromosome;cell_cycle;cytoskeleton;meiotic_cell_cycle;meiotic_chromosome_separation;polar_body_extrusion_after_meiotic_divisions;mitotic_cytokinesis;mitotic_sister_chromatid_separation;spindle;ubiquitin_protein_ligase_binding;protein_stabilization;protease_binding;centrosome_duplication;centrosome_localization;cortical_granule_exocytosis
WBGene00002069	ikb-1	I_Kappa_B_homolog	protein_coding	I	9685482	9688648	+	C04F12.3	9685482	9688648	172817	NM_060174	cytoplasm;signal_transduction;defense_response_to_Gram-negative_bacterium;protein_binding
WBGene00002070	ile-1	Intracellular_LEctin	protein_coding	I	9609502	9611598	-	K07A1.8.1;K07A1.8.2	9609502	9611534;9611598	172799	NM_060147	integral_component_of_membrane;carbohydrate_binding;membrane
WBGene00002071	ile-2	Intracellular_LEctin	protein_coding	X	768596	770772	+	T04G9.3	768596	770772	180423	NM_075750	integral_component_of_membrane;carbohydrate_binding;membrane
WBGene00002072	ima-1	Importin_subunit_alpha-1	protein_coding	V	11239675	11241780	+	T19B10.7.1;T19B10.7.2	11239705;11239675	11241780	179555	NM_073453	cytoplasm;nuclear_pore;cytosol;nucleoplasm;protein_transporter_activity;protein_import_into_nucleus;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;nucleus;transport;protein_transport;protein_binding
WBGene00002073	ima-2	Importin_subunit_alpha-2	protein_coding	I	6315233	6317267	+	F26B1.3	6315233	6317267	172329	NM_059423	cytoplasm;nucleus;embryo_development_ending_in_birth_or_egg_hatching;nuclear_pore;cytosol;nuclear_envelope;nucleoplasm;protein_transporter_activity;protein_import_into_nucleus;regulation_of_chromosome_segregation;mitotic_nuclear_envelope_reassembly;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;transport;protein_transport;protein_binding
WBGene00002074	ima-3	Importin_subunit_alpha-3	protein_coding	IV	7558806	7561664	-	F32E10.4	7558806	7561664	177533	?	cytoplasm;embryo_development_ending_in_birth_or_egg_hatching;nuclear_pore;cytosol;nematode_larval_development;nuclear_envelope;gamete_generation;reproduction;oogenesis;nucleoplasm;protein_transporter_activity;protein_import_into_nucleus;nuclear_pore_organization;meiosis_I;female_gamete_generation;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;nucleus;transport;protein_transport;multicellular_organism_development;protein_binding
WBGene00002075	imb-1	IMportin_Beta_family	protein_coding	I	4920772	4926233	-	F28B3.8	4920772	4926233	172110	NM_059076	cytoplasm;embryo_development_ending_in_birth_or_egg_hatching;reproduction;protein_transporter_activity;nuclear_membrane;nuclear_periphery;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;obsolete_protein_import_into_nucleus,_docking;protein_import_into_nucleus,_translocation;ribosomal_protein_import_into_nucleus;nucleus;intracellular_protein_transport;Ran_GTPase_binding
WBGene00002076	imb-2	IMportin_Beta_family	protein_coding	II	14365705	14373870	+	R06A4.4a;R06A4.4b	14365705;14365735	14373870;14373824	175094	NM_064586;NM_064587	cytoplasm;protein_transporter_activity;nuclear_membrane;nuclear_periphery;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;obsolete_protein_import_into_nucleus,_docking;protein_import_into_nucleus,_translocation;ribosomal_protein_import_into_nucleus;nucleus;intracellular_protein_transport;Ran_GTPase_binding
WBGene00002077	imb-3	IMportin_Beta_family	protein_coding	I	310980	314989	-	C53D5.6	310980	314989	3565440	NM_058314	cytoplasm;protein_transporter_activity;nuclear_membrane;nuclear_periphery;NLS-bearing_protein_import_into_nucleus;nuclear_localization_sequence_binding;obsolete_protein_import_into_nucleus,_docking;protein_import_into_nucleus,_translocation;ribosomal_protein_import_into_nucleus;nucleus;intracellular_protein_transport;Ran_GTPase_binding
WBGene00002078	xpo-1	eXPOrtin_(nuclear_export_receptor)	protein_coding	V	7805064	7814572	+	ZK742.1a.1;ZK742.1a.2;ZK742.1a.3;ZK742.1b.1;ZK742.1b.2;ZK742.1b.3	7805064;7805079;7809813	7814571;7814572	179160	NM_171484	intracellular_protein_transport;intracellular;nucleus;cytoplasm;ribosomal_small_subunit_export_from_nucleus;Ran_GTPase_binding;nuclear_export_signal_receptor_activity;ribosomal_large_subunit_export_from_nucleus;regulation_of_protein_export_from_nucleus
WBGene00002079	xpo-2	eXPOrtin_(nuclear_export_receptor)	protein_coding	I	318542	323352	-	Y48G1A.5a;Y48G1A.5b	318542	323352;320290	171621	NM_058315	cytosol;nuclear_envelope;protein_export_from_nucleus;protein_import_into_nucleus;nuclear_export_signal_receptor_activity;nucleus;intracellular_protein_transport;Ran_GTPase_binding
WBGene00002080	xpo-3	eXPOrtin_(nuclear_export_receptor)	protein_coding	IV	7916699	7924127	-	C49H3.10a;C49H3.10b;C49H3.10c	7916699	7924127;7924032;7919900	177581	NM_068919;NM_001307224;NM_001307225	cytoplasm;nucleus;tRNA_binding;tRNA_export_from_nucleus;nuclear_pore;Ran_GTPase_binding;nucleobase-containing_compound_transmembrane_transporter_activity;nuclear_matrix;tRNA_re-export_from_nucleus
WBGene00002081	ina-1	Integrin_alpha_ina-1	protein_coding	III	9168040	9172802	-	F54G8.3	9168040	9172802	176296	NM_066631	phagocytic_cup;plasma_membrane;membrane;transmembrane_signaling_receptor_activity;nematode_larval_development;body_morphogenesis;nematode_male_tail_tip_morphogenesis;cell_projection;neuron_migration;axonal_fasciculation;mesodermal_cell_migration;regulation_of_synaptic_transmission,_GABAergic;phagocytic_vesicle_membrane;animal_organ_morphogenesis;integrin-mediated_signaling_pathway;integrin_complex;laminin_binding;cell-cell_adhesion_mediated_by_integrin;integral_component_of_membrane;cytoplasmic_vesicle;cell_adhesion;protein_binding;nervous_system_development
WBGene00002083	inf-1	Eukaryotic_initiation_factor_4A	protein_coding	III	6930039	6931953	+	F57B9.6a.1;F57B9.6a.2;F57B9.6b	6930085;6930039;6931133	6931953	175966	NM_001027452	ATP_binding;regulation_of_gene_expression;translation_initiation_factor_activity;translational_initiation;ATP-dependent_RNA_helicase_activity;RNA_secondary_structure_unwinding;hydrolase_activity;nucleotide_binding;cytoplasm;nucleic_acid_binding;translation;helicase_activity;RNA_binding;nucleolus
WBGene00002084	ins-1	INSulin_related	protein_coding	IV	10436708	10438410	+	F13B12.5	10436708	10438410	177936	?	cytoplasmic_vesicle;extracellular_region;neuronal_cell_body;regulation_of_chemotaxis;synapse;neuron_projection;learning_or_memory;negative_regulation_of_insulin_receptor_signaling_pathway;hormone_activity;regulation_of_dauer_entry;regulation_of_glucose_metabolic_process
WBGene00002085	ins-2	Probable_insulin-like_peptide_beta-type_2	protein_coding	II	5988526	5989394	+	ZK75.2	5988526	5989394	191217	?	extracellular_region;hormone_activity;negative_regulation_of_dauer_entry
WBGene00002086	ins-3	Probable_insulin-like_peptide_beta-type_3	protein_coding	II	5990102	5990770	-	ZK75.3	5990102	5990770	191684	?	extracellular_region;hormone_activity;negative_regulation_of_dauer_entry;dauer_larval_development
WBGene00002087	ins-4	Probable_insulin-like_peptide_beta-type_1	protein_coding	II	5996370	5997003	+	ZK75.1	5996370	5997003	191685	?	extracellular_region;hormone_activity;regulation_of_synaptic_growth_at_neuromuscular_junction;negative_regulation_of_dauer_entry;dauer_larval_development
WBGene00002088	ins-5	Putative_insulin-like_peptide_beta-type_6	protein_coding	II	5998443	5999019	+	ZK84.3	5998443	5999019	191686	?	extracellular_region;hormone_activity;dauer_larval_development
WBGene00002089	ins-6	Probable_insulin-like_peptide_beta-type_5	protein_coding	II	6000491	6001013	+	ZK84.6	6000491	6001013	191687	NM_062797	extracellular_space;olfactory_learning;insulin_receptor_signaling_pathway;insulin_receptor_binding;extracellular_region;cellular_response_to_salt;hormone_activity;chemosensory_behavior;regulation_of_synaptic_growth_at_neuromuscular_junction;negative_regulation_of_dauer_entry;dauer_larval_development
WBGene00002090	ins-7	Probable_insulin-like_peptide_beta-type_4	protein_coding	IV	9682011	9682928	-	ZK1251.2a;ZK1251.2b	9682011	9682421;9682928	191688	NM_001268489	extracellular_region;olfactory_learning;hormone_activity;integral_component_of_membrane;membrane
WBGene00002093	ins-10	INSulin_related	protein_coding	V	14033995	14034341	+	T08G5.12	14033995	14034341	3565431	NM_001028954	?
WBGene00002095	ins-12	INSulin_related	protein_coding	II	5554617	5555306	+	C17C3.19	5554617	5555306	3565721	NM_001026792	extracellular_region;hormone_activity
WBGene00002099	ins-16	INSulin_related	protein_coding	III	2060673	2060957	-	Y39A3A.5	2060673	2060957	3565771	NM_001027670	extracellular_region;hormone_activity
WBGene00002100	ins-17	INSulin_related	protein_coding	III	4476888	4477583	-	F56F3.6	4476888	4477583	175585	?	extracellular_region;hormone_activity;dauer_larval_development
WBGene00002101	ins-18	INSulin_related	protein_coding	I	8147427	8149712	+	T28B8.2	8147427	8149712	172600	?	extracellular_region;maintenance_of_dauer;negative_regulation_of_insulin_receptor_signaling_pathway;hormone_activity;regulation_of_dauer_entry
WBGene00002102	ins-19	INSulin_related	protein_coding	II	3126032	3126441	-	T10D4.13	3126032	3126441	3565612	NM_001027168	extracellular_region;hormone_activity
WBGene00002105	ins-22	Probable_insulin-like_peptide_alpha-type_2	protein_coding	III	10026289	10026673	+	M04D8.2	10026289	10026673	191690	NM_066822	extracellular_region
WBGene00002106	ins-23	Probable_insulin-like_peptide_alpha-type_3	protein_coding	III	10028247	10028600	+	M04D8.3	10028247	10028600	191691	NM_066823	extracellular_region;hormone_activity
WBGene00002107	ins-24	INSulin_related	protein_coding	I	14031148	14031667	-	ZC334.3	14031148	14031667	173266	?	extracellular_region;hormone_activity
WBGene00002110	ins-27	INSulin_related	protein_coding	I	14026649	14027569	+	ZC334.11.1;ZC334.11.2	14027234;14026649	14027569	259408	NM_001026676	extracellular_region;hormone_activity
WBGene00002111	ins-28	INSulin_related	protein_coding	I	14012442	14013612	-	ZC334.9	14012442	14013612	3565006	NM_001026679	extracellular_region;hormone_activity
WBGene00002112	ins-29	INSulin_related	protein_coding	I	14018803	14019686	+	ZC334.10	14018803	14019686	3565850	NM_001026675	extracellular_region;hormone_activity
WBGene00002113	ins-30	INSulin_related	protein_coding	I	14034954	14036040	-	ZC334.2	14034954	14036040	173267	?	extracellular_region;hormone_activity
WBGene00002117	ins-34	INSulin_related	protein_coding	IV	14106584	14107659	+	F52B11.6	14106584	14107659	191692	NM_070301	?
WBGene00002118	ins-35	INSulin_related	protein_coding	V	20375540	20376299	+	K02E2.4	20375540	20376299	180334	NM_075525	?
WBGene00002120	ins-37	INSulin_related	protein_coding	II	13835102	13835665	-	F08G2.6	13835102	13835665	191693	NM_064501	extracellular_region;hormone_activity
WBGene00002123	inx-1	Innexin	protein_coding	X	6943740	6956399	-	C16E9.4a;C16E9.4b;C16E9.4c;C16E9.4d;C16E9.4e;C16E9.4f	6943740;6944761;6944792	6956399;6949556;6956343;6951518	180968	?;NM_001029236;NR_131722;NR_131724;NR_131721;NR_131723	integral_component_of_membrane;gap_junction;ion_transport;membrane;transport;cell_junction
WBGene00002124	inx-2	Innexin-2	protein_coding	X	11294962	11296731	-	F08G12.10	11294962	11296731	181318	NM_077484	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002125	inx-3	Innexin-3	protein_coding	X	5996156	5998251	+	F22F4.2	5996156	5998251	180866	NM_076601	integral_component_of_membrane;cytoplasm;plasma_membrane;embryonic_morphogenesis;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002127	inx-5	Innexin-5	protein_coding	X	8299827	8302382	-	R09F10.4	8299827	8302382	181086	NM_077002	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002128	inx-6	Innexin-6	protein_coding	IV	12746584	12749721	+	C36H8.2	12746584	12749721	178231	NM_070034	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002129	inx-7	Innexin-7	protein_coding	IV	5943981	5946679	-	K02B2.4a;K02B2.4b	5943981	5946679;5945321	177364	NM_068493;NM_001306838	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002130	inx-8	Innexin-8	protein_coding	IV	11673816	11675638	+	ZK792.2.1;ZK792.2.2;ZK792.2.3	11673843;11673844;11673816	11675638	178101	NM_069808	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002131	inx-9	Innexin	protein_coding	IV	11676352	11678496	+	ZK792.3	11676352	11678496	191694	NM_069809	integral_component_of_membrane;plasma_membrane;gap_junction;ion_transport;membrane;transport;cell_junction
WBGene00002132	inx-10	Innexin-10	protein_coding	V	9204703	9207467	-	T18H9.5a;T18H9.5b	9204703;9205374	9207467	188580	NM_001028968;NM_001028969	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002133	inx-11	Innexin-11	protein_coding	V	12487266	12493262	+	W04D2.3a.1;W04D2.3a.2;W04D2.3b	12489460;12487470;12487266	12493262	179710	NM_001269497;NM_001269496	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;gap_junction_channel_activity_involved_in_cell_communication_by_electrical_coupling;membrane;transport;cell_junction;transmembrane_transport;cell_communication_by_electrical_coupling
WBGene00002134	inx-12	Innexin-12	protein_coding	I	3755470	3759073	-	ZK770.3.1;ZK770.3.2	3755470	3759039;3759073	171944	NM_058812	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport
WBGene00002135	inx-13	Innexin	protein_coding	I	3748524	3753958	-	Y8G1A.2	3748524	3753958	171943	NM_058811	integral_component_of_membrane;plasma_membrane;gap_junction;ion_transport;membrane;transport;cell_junction
WBGene00002136	inx-14	Innexin-14	protein_coding	I	7349976	7352197	-	F07A5.1a;F07A5.1b	7350378;7349976	7352197	172488	NM_059678	?;integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;negative_regulation_of_oocyte_maturation;membrane;transport;cell_junction;transmembrane_transport
WBGene00002137	inx-15	Innexin	protein_coding	I	4159014	4161113	-	R12E2.9	4159014	4161113	172004	NM_058912	integral_component_of_membrane;plasma_membrane;gap_junction;ion_transport;membrane;transport;cell_junction
WBGene00002138	inx-16	Innexin-16	protein_coding	I	4162035	4165015	+	R12E2.5	4162035	4165015	172005	NM_058913	integral_component_of_membrane;plasma_membrane;calcium-mediated_signaling;intracellular;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;regulation_of_defecation_rhythm;regulation_of_neuromuscular_synaptic_transmission;membrane;transport;cell_junction;transmembrane_transport
WBGene00002139	inx-17	Innexin-17	protein_coding	I	4165135	4167059	+	R12E2.4a;R12E2.4b	4165135	4167059;4167043	172006	NM_058914	integral_component_of_membrane;plasma_membrane;gap_junction;gap_junction_channel_activity;gap_junction_hemi-channel_activity;ion_transport;membrane;transport;cell_junction;transmembrane_transport;biological_process
